,adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
0,False,/p8777bPIlyFYcjqP2hU8htoz1RG.jpg,"[28, 53]",1318447,Apex,en,Apex,A grieving woman pushing her limits on a solo adventure in the Australian wild is ensnared in a twisted game with a cunning killer who thinks she's prey.,572.7929,/eTp7gSPkSF3Aw79mNx1NkBP1PZT.jpg,2026-04-24,False,False,6.511,470
1,False,/kxQiIJ4gVcD3K6o14MJ72p5yRcE.jpg,"[10751, 35, 12, 14, 16]",1226863,The Super Mario Galaxy Movie,en,The Super Mario Galaxy Movie,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.",462.5353,/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg,2026-04-01,False,False,6.732,686
2,False,/1x9e0qWonw634NhIsRdvnneeqvN.jpg,"[10749, 18]",1523145,Your Heart Will Be Broken,ru,Твоё сердце будет разбито,"High school student Polina is saved from bullying at her new school and makes a deal with the main bully Bars: he must pretend to be her boyfriend and protect her, and she must do everything he says. During this game, the couple develops real feelings, but her family and classmates have reasons to separate the lovers.",256.1399,/7wIBfBl2gejt6xHxNSK0reVIm7E.jpg,2026-03-26,False,False,6.9,74
3,False,/xBT0oNq6rsTFv4SxG5uGRIEOrq6.jpg,"[10402, 18]",936075,Michael,en,Michael,"The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.",261.3779,/j57QWe3OoaXL9Idi9gLtsAybWLP.jpg,2026-04-22,False,False,7.55,369
4,False,/gCmfeKmEAZBP5gcXpiqb0gii9rS.jpg,"[27, 53, 35]",1198994,Send Help,en,Send Help,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",245.0573,/mjkS2iAgWj3ik1DTjvI15nHZ7yl.jpg,2026-01-22,False,False,7.025,1138
5,False,/qnTdOizsXBzYu3uIbfhHSfE29TE.jpg,"[28, 35, 27]",1292695,They Will Kill You,en,They Will Kill You,"A woman answers a help wanted ad to be a housekeeper in a mysterious New York City high-rise, unaware that she is entering a community that has seen a number of disappearances over the years and may be under the grip of a Satanic cult.",210.8282,/6oI4oQKTWMVUlr8Ivqydp28Ruu6.jpg,2026-03-25,False,False,6.6,246
6,False,/u53UYu5XG2hNgWGvs3xGhAVzypl.jpg,"[12, 16, 35, 10751, 878]",1327819,Hoppers,en,Hoppers,"Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.",192.6127,/xjtWQ2CL1mpmMNwuU5HeS4Iuwuu.jpg,2026-03-04,False,False,7.697,607
7,False,/iN41Ccw4DctL8npfmYg1j5Tr1eb.jpg,"[878, 12, 14]",83533,Avatar: Fire and Ash,en,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",202.1445,/aabwWZWx6z1aYP4PX2ADvbDKktd.jpg,2025-12-17,False,False,7.373,2768
8,False,/sS3zGYFPcfM5pArVNWl6qLyaSmU.jpg,"[16, 28, 12, 14]",980431,Avatar Aang: The Last Airbender,en,Avatar Aang: The Last Airbender,"Avatar Aang, the world's last Airbender, learns of an ancient power that could save his culture from extinction. With the help of his friends, he embarks on a global quest to find it before it falls into the wrong hands and threatens to upend the peace they sacrificed everything to achieve.",191.2486,/29Jdsak3SrwGds5k1t43kH6Khed.jpg,2026-10-09,False,False,0.0,0
9,False,/jJmlCFi5EjpH5vHmOczRiVDm0qS.jpg,"[28, 53]",1613798,Vengeance,es,Venganza,"The brutal murder of the wife of “Toro,” a military hero in the special forces, turns him into a man with a single purpose: revenge. After a stroke of fate makes him a millionaire, Carlos transforms his fortune into an arsenal and, together with his closest soldiers, sets out to hunt down those responsible.",180.1579,/ygWXPL0RS91JyJPNOfK34eV3bRE.jpg,2026-02-26,False,False,6.991,108
10,False,/lUbc4XVpCe1q4aqZyQqFCIubaDN.jpg,[18],10867,Malena,it,Malèna,"12-year-old Renato experiences three significant events on the same day: the beginning of the Second World War, getting a bike, and witnessing the arrival of the gorgeous Malèna. Through his eyes, we see the curse of beauty and loneliness of Malena, whose husband is presumed dead, and, through his soul, we see his love for her.",196.9235,/3OyQTl0IGkbnjDxd3MhztfPE34g.jpg,2000-10-27,False,False,7.429,2484
11,False,/8Tfys3mDZVp4tNoH2ktm06a0Tau.jpg,"[878, 12]",687163,Project Hail Mary,en,Project Hail Mary,"Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction.",131.6573,/yihdXomYb5kTeSivtFndMy5iDmf.jpg,2026-03-15,False,False,8.209,1833
12,False,/be5T7oHxmDG4ytEimwPdmDHZD9N.jpg,[27],1352874,The Crucifix: Blood of the Exorcist,en,The Crucifix: Blood of the Exorcist,"A gruesome discovery in the grounds of their new home plunges a young couple into a maelstrom of spiritual possession, pagan rituals, Viking battles, and violent revenge.",126.383,/u3qOxvlykoTpurg1G8VOcawoePI.jpg,2025-01-09,False,False,6.0,30
13,False,/nHxWyy18SvAZ8jJeemtS8k1UNjM.jpg,"[28, 80, 53]",1290821,Shelter,en,Shelter,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",135.8291,/buPFnHZ3xQy6vZEHxbHgL1Pc6CR.jpg,2026-01-28,False,False,6.8,612
14,False,/gkh6Nt8DtY1XT4gQsyFq9XAVJlJ.jpg,"[18, 35]",350,The Devil Wears Prada,en,The Devil Wears Prada,"A young woman from the Midwest gets more than she bargained for when she moves to New York to become a writer and ends up as the assistant to the tyrannical, larger-than-life editor-in-chief of a major fashion magazine.",153.2015,/8912AsVuS7Sj915apArUFbv6F9L.jpg,2006-06-29,False,False,7.389,13051
15,False,/tq3h43fZy0H80vzf47MAY7R9Mxo.jpg,"[16, 35, 10751]",1297842,GOAT,en,GOAT,"A small goat with big dreams gets a once-in-a-lifetime shot to join the pros and play roarball, a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world.",129.8068,/wfuqMlaExcoYiUEvKfVpUTt1v4u.jpg,2026-02-11,False,False,7.924,470
16,False,/sl2649wlcocfFU7HKxQgNUEBMnT.jpg,"[80, 53]",1171145,Crime 101,en,Crime 101,"When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher.",115.9668,/tVvpFIoteRHNnoZMhdnwIVwJpCA.jpg,2026-02-11,False,False,6.934,815
17,False,/1RgPyOhN4DRs225BGTlHJqCudII.jpg,"[16, 28, 14]",1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,ja,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",127.6478,/fWVSwgjpT2D78VUh6X8UBd2rorW.jpg,2025-07-18,False,False,7.695,813
18,False,/gM1kQRPwOVW1Eos5tVWqcYmHR5S.jpg,"[27, 9648]",1470130,The Mortuary Assistant,en,The Mortuary Assistant,"Rebecca Owens, a recent mortuary science graduate takes a night shift job at River Fields Mortuary. Initially, the job seems straightforward — embalming bodies, completing paperwork, and keeping things tidy. But once Rebecca starts working the night shift, things take a dark turn.",106.6207,/72AoFPC5TY4DfJwXXS9rPwPeReD.jpg,2026-02-13,False,False,5.518,84
19,False,/lgotja3xMoJZbynwHfcQcJAEMWH.jpg,"[12, 16, 35, 10751, 9648]",1084242,Zootopia 2,en,Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",110.9436,/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,2025-11-26,False,False,7.608,2628
0,False,/9gWrxuOJeArUbvnqrZALSjhPv9Y.jpg,"[36, 28, 12, 10752]",1207162,Rise of the Conqueror,en,Rise of the Conqueror,"In the 14th-century, as the Silk Road crumbles and rival factions tear the land apart, fearless warrior Timur emerges from exile. Stripped of everything, he fights to unite the fractured kingdoms, using strategy and sheer will to carve an empire from chaos. Undefeated in battle and widely regarded as one of history’s greatest military leaders and tacticians, not to mention one of its most brutal, Timur would found the Timurid Empire, which ruled over modern-day Afghanistan, Iran and Central Asia.",104.4098,/9cRE0DsM6CNIiY9Ah3cd8oc3n1Y.jpg,2026-04-09,False,False,5.7,7
1,False,/1ZruuRXztqC3QQybbgbVxVrdNjv.jpg,"[35, 10749]",1601797,¿Quieres ser mi novia?,es,¿Quieres ser mi novia?,"Javi and Lu's relationship faces dangerous territory as old and new temptations emerge: a young woman reigniting Javi's chemistry and a mature man pursuing Lu. Through humor, entanglements, and surprises, their love is tested.",83.9661,/oscW8xV8EhRYj7iAhyVlBohKqxo.jpg,2026-02-12,False,False,8.438,56
2,False,/7lizs4SuEU2ihkkAa0SZ66NtHbl.jpg,"[28, 53]",1641319,Sniper: No Nation,en,Sniper: No Nation,Brandon Beckett and Agent Zero lead a rescue mission in Costa Verde when their friends are taken hostage.,87.7729,/tUmARo0TZEK1EaSuS6dU35FhDyU.jpg,2026-04-07,False,False,6.4,37
3,False,/gaKFXcB5J1gz0QqYj8bWIfrPc04.jpg,"[28, 878, 12]",1242898,Predator: Badlands,en,Predator: Badlands,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",94.423,/pHpq9yNUIo6aDoCXEBzjSolywgz.jpg,2025-11-05,False,False,7.688,2694
4,False,/Af907x5h9W1wVis8XrSd7ynTWuy.jpg,"[35, 18]",1314481,The Devil Wears Prada 2,en,The Devil Wears Prada 2,"Andy Sachs returns to Runway as Miranda Priestly navigates a new media landscape and Runway's position within. The duo reconnect with former assistant Emily Charlton, now the head of a luxury brand that possesses funding which could ensure Runway's survival.",139.4225,/sRTYF65JvbHLoC3LoBj4UKYqIlA.jpg,2026-04-29,False,False,6.286,70
5,False,/240ZADOdI5WjD0eBFyiNh3KQl4m.jpg,[18],412201,The Fixer,ro,Fixeur,"Romanian-born Radu Patru is a trainee at a prestigious French news network. Serving as a translator and general problem solver, or ""fixer,"" for the headlining journalists during his trial period, he's looking to make his big break. He sees his opportunity when two underage Romanian prostitutes are repatriated from France, creating an international scandal. Taking advantage of his language skills and local connections, Radu is prepared to do whatever it takes to interview one of the young girls. But as he ventures into tricky moral ground, he must stop to ask himself if, as an aspiring journalist, he can live with the consequences of his actions, and if, as a father, he's setting a good example for his son.",83.3967,/aCTDG1kKROuCt3jnTkiFKmY3BHq.jpg,2017-03-22,False,False,6.5,17
6,False,/3Sq9c1Lxh75neQ2BC9thaTO74FZ.jpg,[99],440249,After Porn Ends 2,en,After Porn Ends 2,"After Porn Ends 2 picks up where its predecessor left off and not only turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of Its most current retirees and juxtaposes their experiences in a life after porn. Delving deeper into society's ongoing stigmas of race, misogyny, and the reality of decreasing opportunities for these former VHS box cover stars. For some, their careers in adult entertainment is accepted proudly and without regret. In fact, it seems to have proven to be the pathway to their current happiness and inner peace. For others, however, a career in porn has proven to be a conduit to certain despair as they struggle to find a way to bury their past and emerge with a new career or calling.",92.0746,/rfItXrtDGILwsCdmgVxX79phFuI.jpg,2017-03-28,False,False,5.335,248
7,False,/4BtL2vvEufDXDP4u6xQjjQ1Y2aT.jpg,"[28, 80, 18, 53]",1419406,The Shadow's Edge,zh,捕风追影,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,83.4403,/e0RU6KpdnrqFxDKlI3NOqN8nHL6.jpg,2025-08-16,False,False,7.218,599
8,False,/o3XZUwX37gqhpoQcBpqturGTF3Z.jpg,"[10751, 35, 16, 12]",387592,Early Man,en,Early Man,"Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.",79.2391,/5iW2rntwLZoGlFCYYy8TjHyblbw.jpg,2018-01-26,False,False,6.139,870
9,False,/jRsjWwZzI39bTm44FNhRtiICd9k.jpg,"[35, 28, 12]",1084577,Balls Up,en,Balls Up,"Two marketing executives go ""balls out"" and pitch a bold full‑coverage condom sponsorship with the World Cup. After their drunken celebration in Brazil sparks a global scandal, they must outrun furious fans, criminals, and power-hungry officials to salvage their careers and make it home alive.",78.0936,/xwvJ3WzdJ1OCuDoY8LAxBUlQyig.jpg,2026-04-15,False,False,5.7,154
10,False,/zTnAnYIn0Iv3cn0ZHlzLhou3ybm.jpg,"[9648, 53]",1368166,The Housemaid,en,The Housemaid,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",80.8379,/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,2025-12-18,False,False,7.229,1958
11,False,/zc08qkHtWfZ2cQGQBK1S5yafJmR.jpg,"[27, 9648]",1304313,Lee Cronin's The Mummy,en,Lee Cronin's The Mummy,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",73.6519,/8L8efNkz8rUmwR7sV0g3vnC9yjn.jpg,2026-04-15,False,False,6.768,164
12,False,/apMl96DIrewME0s87rP733yb37Q.jpg,"[27, 35]",1270125,Monster on a Plane,en,Monster on a Plane,An exotic animal turns into a monster and becomes a deadly danger for all passengers.,77.0207,/22hkFwic8nWhj5NKUTA39Fw7Hky.jpg,2024-11-07,False,False,4.7,36
13,False,/t9J2HXaDuJR7bvIG9XF7mttn4VY.jpg,"[27, 9648, 80]",1159559,Scream 7,en,Scream 7,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",74.0794,/jjyuk0edLiW8vOSnlfwWCCLpbh5.jpg,2026-02-25,False,False,6.056,808
14,False,/mXeINZrLRKbIw51spnruegjmLBS.jpg,[27],1499885,The Red Book Ritual: Gates of Hell,en,The Red Book Ritual: Gates of Hell,"Robbie embarks on a dangerous quest to contact his deceased girlfriend through a ritual that summons the dead. He heads to an abandoned house with a group of young people to perform the ""Red Book Ritual."" But during the summoning, supernatural forces awaken. Now they must face ancient horrors to survive.",76.8075,/dOLRsvnjOB6rCx6olyRsMT92PxI.jpg,2025-09-18,False,False,6.071,14
15,False,/3ooXDVaz4xHKtwe4lkmF1gNopOC.jpg,"[27, 53]",1290417,Thrash,en,Thrash,"When a Category 5 hurricane decimates a coastal town, the storm surge brings devastation, chaos, and something far more frightening onto shore: hungry sharks.",75.1296,/adk8weka3O5648g3de4z3y4aE7G.jpg,2026-04-10,False,False,5.9,466
16,False,/8Ebtc10VNLnX3xAYgkk7Ao3NrNh.jpg,"[18, 10749]",16423,Love and Magnets,fr,Les aimants,"Back in Montréal after spending five years in Guatemala, Julie moves in with her elder sister, Jeanne, a chronic liar and woman of rather loose sexual morals... Disillusioned with love, Jeanne is nevertheless engaged to Noël. However, Jeanne and Noël lead separate lives, and only communicate by leaving each other messages on the fridge.Everything suddenly becomes very complicated. Jeanne compels Julie to take up with Noël so she can have a fling with a passionate musician. Noël, meanwhile, sets Julie up with Michel -- without Jeanne's knowledge.  Julie mixes things up even further. Egged on by her friend Marie-Ève, she alters the contents of the messages on the fridge in an attempt to breathe new life into Jeanne and Noël's relationship. Along the way, she also begins to fall for the seductive Michel. The tables are turned on everyone... In the game of love and truth, illusion leads to betrayal, but love conquers all.",52.0716,/bfrAPx5MlLlx5DmOAquiaLBJ1Io.jpg,2004-10-01,False,False,6.353,17
17,False,/6D2NsU3FIQVthPgjT6RAsX58qZ6.jpg,"[28, 53, 9648, 18]",1414413,Brothers Under Fire,en,Brothers Under Fire,"Captain Jordan Wright's squadron on leave for a wedding in Mexico encounters a murderous cartel. As Jordan tries to lead survivors to safety, war erupts between his squad and the cartel, forcing him into a battle to save his men.",84.4004,/e5EKqk9V7N3w0WvYFhl6wSVrMp0.jpg,2026-04-15,False,False,6.333,15
18,False,/s8QGlg2rnVlYkUl4qBHatkZgnJs.jpg,"[28, 18]",545339,Kranti,hi,Kranti,"Inspector Abhay Pratap Singh is a young, honest and diligent police inspector, serving with Bombay Police, and comes from a respectable family, which consists of sister Anu; mom Sushma; and dad, Awadesh, who is also the Commissioner of Police. Abhay has long suspected Mahendra Pratap Rana of being a criminal don, who also has links with terrorists, but thus far has been unable to gather any material evidence for the police to lay charges. The Commissioner is unable to accept his son's word, as Mahendra is well-known, influential, and wealthy. Abhay continues to pursue his investigation despite of warnings from his superiors, and is ultimately suspended from duty. Now even after suspension, Abhay has come to know that the life of Coloney Krishnakanth is threatened by Mahendra, and reaches out to his dad, who will not have anything to do with him anymore. It will upto Abhay to save the life of Krishnakanth, against all odds that are stacked up against him.",51.6024,/dH9jHruCCwPHEdNq6KY5iL6hdA4.jpg,2002-03-27,False,False,7.0,3
19,False,/2ssWTSVklAEc98frZUQhgtGHx7s.jpg,"[12, 18, 878]",157336,Interstellar,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,72.6512,/yQvGrMoipbRoddT0ZR8tPoR7NfX.jpg,2014-11-05,False,False,8.5,39515
0,False,/Aqldsq65Nj1KAkQD2MzkZsAk5N5.jpg,"[28, 80, 18]",846433,The Enforcer,en,The Enforcer,"A noir thriller set in Miami, the film follows an enforcer who discovers his femme fatale boss has branched out into cyber sex trafficking, putting a young runaway he’s befriended at risk. He sacrifices everything to save the young girl from the deadly organization he’s spent his life building.",69.3661,/72V1r1G8S87ELagVxjqAUdChMCt.jpg,2022-09-22,False,False,7.032,486
1,False,/5TO9LeUAdilHgq50veWqBpDejaU.jpg,[35],58008,Night Nurse,it,L'infermiera di notte,"A dentist invites a elderly patient to stay at his home to recover, unaware that he is a jewel thief. He plans to steal a valuable diamond but then runs into a beautiful nurse who, aside from constantly stripping nude, has plans of her own.",57.4666,/tzhBAhN35YjobVG3Ubm3ERnzhBL.jpg,1979-02-07,False,False,5.217,53
2,False,/iZLqwEwUViJdSkGVjePGhxYzbDb.jpg,"[878, 53]",755898,War of the Worlds,en,War of the Worlds,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",71.6245,/yvirUYrva23IudARHn3mMGVxWqM.jpg,2025-07-29,False,False,4.136,969
3,False,/fPfDB0IHOqvmKIzFP9CA51OOS1N.jpg,"[27, 53]",1010755,The Strangers: Chapter 3,en,The Strangers: Chapter 3,"Tethered by a frightening conclusion, Maya and the Strangers are locked on an unavoidable, unforgiving collision course — a showdown that proves they’re far from strangers now.",63.3462,/yPHwX78mcwJw3I6YOJ9qh2wQBFr.jpg,2026-02-05,False,False,5.5,127
4,False,/wF8GgOCnkHRYJJcEM79KYVYKIf6.jpg,[18],419858,Captain Kate,en,Captain Kate,"Two caravans meet on the desert, one headed by Howell and Clancy, two New York men, who are gathering animals for circus purposes, the other is led by an old animal tamer named Desmond and his beautiful daughter, whom the natives have nicknamed Capt. Kate. After exchanging cards, the caravans go their separate ways. Desmond is stricken and dies, leaving Kate alone. She assumes her father's perilous business, leading her party of native hunters after big game. Later, one of the hunters is stricken and the superstitious followers of Capt. Kate, recognizing the nature of the disease, abandon the hunt and their leader, one servant alone remaining faithful to his mistress. Kate, realizing that she can go no further without assistance, calls a halt and they erect a crude hut in which she is to live, while the servant goes in search of Clancy. Scene of Kate's isolated life and her dangers follow. She is besieged by wild animals, who make her life a long nightmare of peril.",63.7711,/aK4oZ7AhiTZd7L5gidMyATIpEfh.jpg,1911-07-12,False,False,4.0,1
5,False,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,"[10751, 35, 12, 14, 16]",502356,The Super Mario Bros. Movie,en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",63.9483,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,2023-04-05,False,False,7.589,10547
6,False,/sp4F5G1tNaKtRnl7Tw3AKkcdHQz.jpg,"[18, 10770]",73353,Man in the Mirror: The Michael Jackson Story,en,Man in the Mirror: The Michael Jackson Story,Chronicles the rise and fall of pop king Michael Jackson.,70.135,/qhp25BXUEqIaDFQbC7YI3h2FSqD.jpg,2004-08-06,False,False,6.346,13
7,False,/2OHa6ukEq3Hce7Pc2kvu8wkmMFY.jpg,"[28, 12, 53, 80, 18]",7451,xXx,en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",65.6721,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,2002-08-09,False,False,5.987,4873
8,False,/vHoi1MddXOU7jbpEd8YVQzMDLnT.jpg,[27],1510745,Bodycam,en,Bodycam,"A call to a quiet suburban home unleashes unthinkable carnage when two officers mistakenly shoot a man and his infant child, spiraling the tragedy into a fierce, unrelenting fall into the unknown.",68.7991,/xFpBNcG3Dlr8mYF5Kz9Tizs3Pxn.jpg,2026-03-12,False,False,4.843,35
9,False,/zIOBTZAqGwdKnOb5c6SvzxP7x86.jpg,"[53, 10749]",1446616,Tu Yaa Main,hi,तू या मैं,"A wannabe rapper from the outskirts of Mumbai and an affluent influencer elope to a coastal town, only to find themselves trapped in the pool of a derelict resort fighting for survival against the wrath of a ferocious crocodile.",60.8217,/nUPnA0I1MTaZRVCsUQc5DS5JA8W.jpg,2026-02-11,False,False,6.28,25
10,False,/swxhEJsAWms6X1fDZ4HdbvYBSf9.jpg,"[12, 35, 27]",1234731,Anaconda,en,Anaconda,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",63.9597,/hBxN6dwrANN1ic3a4G9x6JZcR3C.jpg,2025-12-24,False,False,5.879,1075
11,False,/6NMedeS4pbfsPfhycL3XH3tCH8U.jpg,[10751],14612,Candleshoe,en,Candleshoe,"When ex-con artist Harry claims that a secret treasure is hidden inside Candleshoe, an English estate, he creates an elaborate plan to find and steal the prize. By convincing a girl named Casey to impersonate the estate owner's long-lost granddaughter, Harry hopes to uncover the treasure's location. But when Casey has a change of heart, she must follow the clues and find the treasure, in order to save Candleshoe and stop Harry before it is too late.",58.8725,/6Rq9u5fnS6PzWz9dgPQmBhgDvRJ.jpg,1977-12-16,False,False,6.871,121
12,False,/4GoY5XtIpALn66D2akKUDfYAdtf.jpg,[35],53526,I Do,en,I Do,Comic adventures of newlyweds and children.,59.2721,/veaD1X0Fcujc3ZC9HrIZygGQz6l.jpg,1921-09-11,False,False,5.96,25
13,False,/89y96uZNPM46hFzwBylFCAXo8bQ.jpg,"[12, 18, 10752, 36]",4933,The Buccaneer,en,The Buccaneer,"During the War of 1812 against Britain: General Andrew Jackson has only 1,200 men left to defend New Orleans when he learns that a British fleet will arrive with 60 ships and 16,000 men to take the city. In this situation an island near the city becomes strategically important to both parties, but it's inhabited by the last big buccaneer: Jean Lafitte. Although Lafitte never attacks American ships, the governor hates him for selling merchandise without taxes - and is loved by the citizens for the same reason. When the big fight gets nearer, Lafitte is drawn between the fronts. His heart belongs to America, but his people urge him to join the party that's more likely to win.",57.321,/hUUg1IuxuKl54eyQfyu5tCZhI1g.jpg,1958-12-11,False,False,6.5,51
14,False,/6yeVcxFR0j08vlv2OlL6zbewm4D.jpg,"[28, 878, 53]",1265609,War Machine,en,War Machine,"On one last grueling mission during Army Ranger training, a combat engineer must lead his unit in a fight against a giant otherworldly killing machine.",59.1114,/5txx39hgkMY6iskk3oOX7nU34bE.jpg,2026-02-12,False,False,7.239,1552
15,False,/wns4x1GyxCudgOZRyhXKjXVJf3T.jpg,"[12, 53, 878]",840464,Greenland 2: Migration,en,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",57.466,/z2tqCJLsw6uEJ8nJV8BsQXGa3dr.jpg,2026-01-07,False,False,6.437,955
16,False,/uNToXatdunyvWXyXMrTI1nLvh6r.jpg,"[35, 878, 80]",1115544,Mike & Nick & Nick & Alice,en,Mike & Nick & Nick & Alice,"Two gangsters and the woman they love try to survive the most dangerous night of their lives. As if that wasn’t enough, there’s one wild ingredient added to the mix: a time machine.",52.2809,/7F0jc75HrSkLVcvOXR2FXAIwuEv.jpg,2026-03-14,False,False,6.781,278
17,False,/acx2qYDXfkrSdSgWwr2kpA5F2BW.jpg,[18],300090,White Rabbit,en,White Rabbit,"A bullied student sees visions of a rabbit he was forced to kill as a child, and those visions propel him into a state where his imagination causes him to carry out violent acts.",55.9271,/n9iPAVxdqoYbmTeogiXwyQbLHQz.jpg,2013-09-20,False,False,6.1,46
18,False,/yJi6g0CnsqANLNuVaRX28tZxeHX.jpg,"[27, 9648]",1193501,Whistle,en,Whistle,"A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down.",54.8723,/eGxPyseSnEZBMJaopGfRUO9HSYx.jpg,2026-01-20,False,False,6.169,298
19,False,/jrpLhYHxsE7XVZCtP8LZrfhlvIy.jpg,"[27, 9648, 28]",1303055,A Breed Apart,en,A Breed Apart,"When Violet accepts an invitation to a private island with some of the world's most famous social influencers, she expects a weekend of unrivaled viral opportunity. She soon becomes part of her own horrific reality show when the guests are pitted against each other to capture the island's legendary man-eating dogs before they become victims of the monstrous canines.",57.7163,/6IiNUUV6H2W1wUc8e1w4GfuQCOE.jpg,2025-05-16,False,False,5.3,31
0,False,/dpSrTZIWeI3u025LSUOjV9FHFvf.jpg,"[53, 80, 9648]",6687,TransSiberian,en,TransSiberian,A TransSiberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.,40.4635,/dhTOda5CLp9tEdDzQZiqBTdv5lR.jpg,2008-01-18,False,False,6.4,799
