,adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
0,False,/69EFgWWPFWbRNHmQgYdSnyJ94Ge.jpg,"[28, 12, 878]",49521,Man of Steel,en,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",17.1566,/cB46TSg3kGjq2eVy5kVUhlpUa1H.jpg,2013-06-12,False,False,6.642,16109
1,False,/cvH1gNIMRITdLzoWv1HNAbRyH3n.jpg,"[35, 10749]",2105,American Pie,en,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom.",13.7035,/5P68by2Thn8wHAziyWGEw2O7hco.jpg,1999-07-09,False,False,6.604,8250
2,False,/kHJlXiwxcMAf9R934f0ncEBAMXg.jpg,"[10749, 18]",1252309,Tell Me What You Want,es,Pídeme lo que quieras,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",17.3957,/yZXYCiZQPB7Ui6D5206W1zDKv8P.jpg,2024-11-29,False,False,6.139,284
3,False,/tN3pTxkQoP96wtaEahYuRVdUWb2.jpg,"[878, 53, 35]",701387,Bugonia,en,Bugonia,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",17.078,/oxgsAQDAAxA92mFGYCZllgWkH9J.jpg,2025-10-23,False,False,7.358,1809
4,False,/iuRVt8tFiXDPGgzavhuSa3QHRxD.jpg,[35],18785,The Hangover,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",16.9756,/A0uS9rHR56FeBtpjVki16M5xxSW.jpg,2009-06-02,False,False,7.33,18010
5,False,/6WqqEjiycNvDLjbEClM1zCwIbDD.jpg,"[27, 53, 878]",1100988,28 Years Later,en,28 Years Later,"Twenty-eight years after the Rage virus outbreak, a heavily-defended island survives connected to the mainland by a single causeway. When one of the group leaves the island into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well.",16.7298,/n5FygjEppOvac6yEaowi26nTyw3.jpg,2025-06-18,False,False,6.602,2457
6,False,/kP8rK9dGS1pr0HrnmXfIi2heWjo.jpg,"[18, 28, 12, 36, 10752]",1495,Kingdom of Heaven,en,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",15.9436,/rNaBe4TwbMef71sgscqabpGKsxh.jpg,2005-05-03,False,False,7.022,4887
7,False,/xyXmtuvsoM5J3yNad0nvcetpBdY.jpg,"[12, 14, 28]",49051,The Hobbit: An Unexpected Journey,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",15.9438,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,2012-12-12,False,False,7.37,19537
8,False,/HVcza6tJtWFrLriuh3Ano4Vt46.jpg,"[28, 12, 878]",1930,The Amazing Spider-Man,en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",17.0182,/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg,2012-06-23,False,False,6.732,18422
9,False,/6D6M5z4reppUxo2cnBEKI02Csp1.jpg,"[28, 80, 53, 37]",1601243,Oscar Shaw,en,Oscar Shaw,"After retiring from the police force, a relentless detective haunted by the tragic loss of his closest friend sets out on a perilous quest for vengeance, seeking redemption and fighting to restore justice to the streets he once swore to protect.",16.8444,/tsE3nySukwrfUjouz8vzvKTcXNC.jpg,2026-01-09,False,False,6.5,30
10,False,/vcrgU0KaNj5mKUCIQSUdiQwTE9y.jpg,"[12, 14]",12444,Harry Potter and the Deathly Hallows: Part 1,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",18.1038,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,2010-11-17,False,False,7.734,20279
11,False,/eYYpIStJ6eetCfwwl1k4BnYbr2E.jpg,[18],384527,Dolce... calda Lisa,it,Dolce... calda Lisa,"80's Italian sleaze with the luscious Claudia Rocchi, Italian porno regular Guia Lauri Filzi, and softcore actress Annj Goren.  The film is about Lisa, a young pretty wife stuck with an older husband who cannot satisfy her sexually nor in other ways.  She becomes bored with her everyday life and cheats on her husband sleeping with another older man.  Still not satisfied she hooks up with a rich man (Enzo Fisichella) who introduces her to a young stud (Mario Cutini) and his two lesbian playmates (Guia Lauri Filzi and Annj Goren). At the party Lisa is taken by the young man while the others watch. This seems to do the trick for Lisa. Her curiosity for the young man deepens and she wants to see him again. However, it turns out that he is a very rude partner instead of the gentle lover that she wanted.  Shot in Rome, Italy.",12.4384,/taoUcLRMSijDDySXv9AT2oX9BmO.jpg,1980-03-28,False,False,4.923,13
12,False,/9UAcMhSCDJ2OCo5QdPpSERjhMA1.jpg,"[18, 36]",1396,Mirror,ru,Зеркало,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",15.0358,/AttDP5OEsMxtHPPN7Z92p2Ntnmd.jpg,1975-03-07,False,False,7.953,1086
13,False,/1jHxkVXMI5s3vRiyiZooUy1shB5.jpg,"[12, 14, 28]",285,Pirates of the Caribbean: At World's End,en,Pirates of the Caribbean: At World's End,"After losing Captain Jack Sparrow to the locker of Davy Jones, Will Turner, Elizabeth Swann, and Captain Barbossa journey to the ends of the earth to rescue him. And as the East India Trading Company tightens its grip on the seas under Lord Cutler Beckett—now in control of Davy Jones—the fate of piracy hangs by a thread. Now, they must unite the pirate lords for one final stand. But as loyalties are tested and alliances shift, each must ultimately choose where they stand in the battle for freedom on the high seas.",15.6978,/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,2007-05-19,False,False,7.266,15374
14,False,/ehzI1mVcnHqB58NqPyQwpMqcVoz.jpg,"[28, 80, 53]",168259,Furious 7,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,15.6877,/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,2015-04-01,False,False,7.2,11234
15,False,/9Er1TPFQg2N4yBJQnkJAwoiiE6A.jpg,"[18, 53]",773543,Fib the Truth,ru,Соври мне правду,"A couple in love spends time away from civilization, but the sudden arrivals of the younger sister and then the girl's ex-boyfriend violate the country idyll.",13.8129,/fPUI4KHQKggOdJg9YIBCFEecuU5.jpg,2021-09-09,False,False,5.772,90
16,False,/3q01ACG0MWm0DekhvkPFCXyPZSu.jpg,"[28, 35, 80]",573435,Bad Boys: Ride or Die,en,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",17.0396,/oGythE98MYleE6mZlGs5oBGkux1.jpg,2024-06-05,False,False,7.324,3302
17,False,/8fxfzixsgVZNtZi5KUBW2OHU3Ar.jpg,"[35, 18]",1174024,Maybe More,fr,Et plus si affinités,"After 25 years together, married life has taken its toll on Xavier and Sophie, so when Sophie decides to invite their neighbours over for dinner, Xavier is less than enthusiastic to say the least! He can’t stand how obviously still in love they are and their lack of discretion… especially at night! On coming face-to-face with the uninhibited couple, Xavier and Sophie will be forced to confront their own, sad reality, before finding themselves pushed into a corner by a somewhat… indecent proposal.",13.1004,/lABR9HrMcvHDSouESUlCpYzGBVV.jpg,2024-04-03,False,False,5.8,105
18,False,/2oZklIzUbvZXXzIFzv7Hi68d6xf.jpg,"[18, 37]",68718,Django Unchained,en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",17.3902,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,2012-12-25,False,False,8.189,27895
19,False,/7HR38hMBl23lf38MAN63y4pKsHz.jpg,"[18, 10749]",666277,Past Lives,en,Past Lives,"After decades apart, childhood friends Nora and Hae Sung are reunited in New York for one fateful weekend as they confront notions of destiny, love, and the choices that make a life.",15.7343,/k3waqVXSnvCZWfJYNtdamTgTtTA.jpg,2023-06-02,False,False,7.711,2282
0,False,/2oZklIzUbvZXXzIFzv7Hi68d6xf.jpg,"[18, 37]",68718,Django Unchained,en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",17.3902,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,2012-12-25,False,False,8.189,27895
1,False,/7HR38hMBl23lf38MAN63y4pKsHz.jpg,"[18, 10749]",666277,Past Lives,en,Past Lives,"After decades apart, childhood friends Nora and Hae Sung are reunited in New York for one fateful weekend as they confront notions of destiny, love, and the choices that make a life.",15.7343,/k3waqVXSnvCZWfJYNtdamTgTtTA.jpg,2023-06-02,False,False,7.711,2282
2,False,/u7SeO6Y42P7VCTWLhpnL96cyOqd.jpg,"[28, 12, 878]",102382,The Amazing Spider-Man 2,en,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",17.8992,/dGjoPttcbKR5VWg1jQuNFB247KL.jpg,2014-04-16,False,False,6.533,14153
3,False,/5YZbUmjbMa3ClvSW1Wj3D6XGolb.jpg,"[878, 12, 28]",447365,Guardians of the Galaxy Vol. 3,en,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",16.2964,/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,2023-05-03,False,False,7.9,8217
4,False,/zDIievPXqjfjLogXFqnnopU0OkK.jpg,"[10751, 35, 12, 16]",412117,The Secret Life of Pets 2,en,The Secret Life of Pets 2,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",15.1073,/s9xg4V5EDKiphgIksVJ9gewBM11.jpg,2019-05-24,False,False,6.946,3310
5,False,/w5IDXtifKntw0ajv2co7jFlTQDM.jpg,"[878, 9648, 12]",62,2001: A Space Odyssey,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",17.6405,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,1968-04-02,False,False,8.053,12515
6,False,/uAfhsySkr1UzQg1zdg3dZQRz9Fd.jpg,"[16, 10751, 35]",10193,Toy Story 3,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",14.7114,/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,2010-06-16,False,False,7.804,15649
7,False,/1TUg5pO1VZ4B0Q1amk3OlXvlpXV.jpg,"[12, 18, 10751, 16]",420818,The Lion King,en,The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",15.9622,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,2019-07-12,False,False,7.098,10715
8,False,/dMERTVrObB7TkRVIFmcndR2sZFH.jpg,"[53, 878, 18, 27]",333371,10 Cloverfield Lane,en,10 Cloverfield Lane,"After a catastrophic car crash, a young woman wakes up in a survivalist's underground bunker, where he claims to have saved her from an apocalyptic attack that has left the outside world uninhabitable.",16.2588,/q8A39vcBDruhvoDTJd6L8a4lnTi.jpg,2016-03-10,False,False,7.0,8620
9,False,/tbbyUOh6Jd45hDun3kLyZkCttkI.jpg,"[10749, 18]",64641,Monika,it,La ragazzina,"Monika is young, beautiful and a virgin. She is only 16 years old, and, beside getting the attention of all her classmates, she also attracts older men. She has a relationship with a boy, Leo, but she doesn't know that he uses to pimp the girls he seduces to rich businessmen. One of Leo's client befriends Monika and becomes so obsessed that he pays Leo to get her. But Monika turns her attention to her art professor, unknowing that he too has his secrets.",15.4861,/y8Byo8Mwd1a9JwISWLYR0zVxA5.jpg,1974-02-28,False,False,4.65,20
10,False,/raph7qjAGTMXaIjVxt6ZDSXRzUr.jpg,"[28, 878, 12]",786892,Furiosa: A Mad Max Saga,en,Furiosa: A Mad Max Saga,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",15.5139,/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,2024-05-22,False,False,7.451,4811
11,False,/puJKgNcWaGgMk5VHanSSomUTpmw.jpg,"[10751, 14, 16, 10749]",11224,Cinderella,en,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",15.5029,/ug3ndicuPM1V07vhVFGLMsd4AZl.jpg,1950-02-22,False,False,7.0,7120
12,False,/ifHgVh5c7B3mbq5CfkzwsyMRmpG.jpg,"[10749, 18, 35]",11013,Secretary,en,Secretary,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",16.8787,/mdRXSE7ho185SZlXj0JSwuecEd3.jpg,2002-09-20,False,False,6.791,1884
13,False,/aJn9XeesqsrSLKcHfHP4u5985hn.jpg,"[878, 12, 28]",283995,Guardians of the Galaxy Vol. 2,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,16.1433,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,2017-04-19,False,False,7.608,22840
14,False,/cF3H9pyUF6dsvqlYUcH0TyBAMTG.jpg,"[12, 16, 10751]",105864,The Good Dinosaur,en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,14.7869,/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg,2015-11-14,False,False,6.737,5949
15,False,/6WRrGYalXXveItfpnipYdayFkQB.jpg,"[18, 53, 80]",1422,The Departed,en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",15.4436,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,2006-10-04,False,False,8.16,16102
16,False,/i1yf91svRHX45l9BXL8rVFzLoPH.jpg,"[27, 53, 12]",578,Jaws,en,Jaws,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again.",16.111,/tjbLSFwi0I3phZwh8zoHWNfbsEp.jpg,1975-06-20,False,False,7.682,11468
17,False,/m03jul0YdVEOFXEQVUv6pOVQYGL.jpg,"[16, 35, 10751, 14]",400155,Hotel Transylvania 3: Summer Vacation,en,Hotel Transylvania 3: Summer Vacation,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",13.6046,/lzE5BwGQea1nek7TPXUuC5AZ6rq.jpg,2018-06-28,False,False,6.851,4685
18,False,/19Ed4XgjahPm4U8JT7SnntERIlt.jpg,"[28, 12, 878]",284054,Black Panther,en,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",15.7808,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,2018-02-13,False,False,7.361,23398
19,False,/nenJjvfe2Eq8uBMXFJnWj5mw4bi.jpg,"[16, 10751, 12, 14, 10749]",812,Aladdin,en,Aladdin,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",16.0128,/eLFfl7vS8dkeG1hKp5mwbm37V83.jpg,1992-11-25,False,False,7.7,11964
0,False,/8fnYJPoXxwAN4valDLgz2whMGTH.jpg,"[35, 10751, 12]",772,Home Alone 2: Lost in New York,en,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",14.5473,/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,1992-11-15,False,False,6.785,10564
1,False,/sd4xN5xi8tKRPrJOWwNiZEile7f.jpg,"[16, 12, 35, 10751]",920,Cars,en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",15.6431,/2Touk3m5gzsqr1VsvxypdyHY5ci.jpg,2006-06-08,False,False,7.025,15035
2,False,/A7BiqPOKvGNalAZhFn1WfSeG9aO.jpg,"[27, 9648, 53, 10770]",137051,Midnight Matinee,en,Midnight Matinee,"Even though a devastating murder took place during a small town's horror film festival two years earlier, townspeople want another festival.",15.3756,/czam6wq46B9UCZvq85vicElckFq.jpg,1988-10-12,False,False,5.429,7
3,False,/4BS8tgBNWg2jPiDlBwM2iJe1xB7.jpg,"[16, 10751, 12, 35]",49013,Cars 2,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,16.5222,/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,2011-06-11,False,False,6.176,8432
4,False,/ackk6QMSECnqWC2H73lKXs8J5iY.jpg,"[12, 16, 14, 10751]",309809,The Little Prince,en,The Little Prince,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",13.6628,/je5Z7gbFTzrs3FPHINo9yGiHoVo.jpg,2015-07-29,False,False,7.615,2963
5,False,/ohUhHOqW8cM59Ay5UjqplLzJbH3.jpg,"[10749, 18]",1317672,Love Me Love Me,en,Love Me Love Me,"After her brother's death, June moves to Milan for a fresh start, finding comfort in Will, the perfect honor student at her new international school. But when his troubled best friend James—hiding a dangerous life in clandestine MMA fights—sparks a rivalry that quickly turns into irresistible attraction, June must choose between safety and a love that upends everything she thought she wanted.",15.3464,/jfwHKRHRE2X4NTexdzblaioHH51.jpg,2026-02-12,False,False,5.7,224
6,False,/ptcyGmBonW6mDQmrPhXbt6Rjrlp.jpg,"[18, 53]",1314786,Agent Zeta,es,Zeta,"Four Spanish ex-intelligence officers are assassinated simultaneously worldwide. The CNI discovers all participated in the covert ""Operation Ciénaga"" decades ago in Colombia. Zeta, the CNI's best operative, must hunt and protect the sole survivor, facing his deadliest global mission yet. Top Colombian agent Alfa will join Zeta, seemingly knowing more about ""Ciénaga""'s secrets than him.",14.5875,/1cKLG9KMoCjsgFB8Nw1EuglteVi.jpg,2026-03-20,False,False,6.554,130
7,False,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,"[28, 12, 14]",297762,Wonder Woman,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,16.0548,/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,2017-05-30,False,False,7.209,20848
8,False,/1Onam6oWyFAUCcoxtdWkACtEiNr.jpg,"[18, 10749]",4348,Pride & Prejudice,en,Pride & Prejudice,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",15.626,/o8UhmEbWPHmTUxP0lMuCoqNkbB3.jpg,2005-09-16,False,False,8.049,8714
9,False,/ksqaGSybKVyzkRmLFBgefMSa45a.jpg,"[53, 18, 9648]",1381027,Good Boy,en,Good Boy,"Tommy, a volatile 19-year-old, revels in drugs, parties and violence. After getting separated from his friends on a drunken bender, he is abducted by a shadowy figure. He wakes to find himself imprisoned in the basement of a remote Yorkshire house, inhabited by a very strange family. But what unfolds is not what he could possibly expect.",14.1152,/x0wD4Qxe0wulV0bxarsQ05PqDNF.jpg,2026-03-06,False,False,7.3,79
10,False,/ykigHs1OIyqqV04zfFqIlSHp546.jpg,"[53, 27, 28, 9648, 878]",1412598,Killer Whale,en,Killer Whale,Follows best friends Maddie and Trish as they find themselves trapped in a remote lagoon with the dangerous killer whale named Ceto.,14.761,/xC6zdIoIHjhOIFmjNyGgtzhuhiF.jpg,2026-01-16,False,False,5.6,80
11,False,/s6aB9kjxNg0mu2361IkCUSpyHJV.jpg,"[35, 80, 53]",639988,No Other Choice,ko,어쩔수가없다,"After being laid off and humiliated by a ruthless job market, a veteran paper mill manager descends into violence in a desperate bid to reclaim his dignity.",17.3821,/sBpxTGLzKnvPSVtL5yQYpSxvKEb.jpg,2025-09-24,False,False,7.6,963
12,False,/4kix6fAblJIH6eMs0Ku2loyZJXK.jpg,"[28, 53, 878]",679,Aliens,en,Aliens,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",15.45,/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,1986-07-18,False,False,7.962,10773
13,False,/o9puyKpayQoX8ikIaYtf2PfKv3.jpg,"[28, 12, 35, 878]",607,Men in Black,en,Men in Black,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent K and new recruit Agent J find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",14.1784,/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,1997-07-02,False,False,7.22,14758
14,False,/5MVSXJieOhbyZudCnV1H4YJpfPV.jpg,"[80, 18]",103,Taxi Driver,en,Taxi Driver,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city.",14.5656,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-09,False,False,8.126,13359
15,False,/pO1SnM5a1fEsYrFaVZW78Wb0zRJ.jpg,"[16, 12, 10751, 35, 10770]",677638,We Bare Bears: The Movie,en,We Bare Bears: The Movie,"When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace.",15.0668,/khtIr0Gxtz52T10RRQZ42o1a5Ry.jpg,2020-06-30,False,False,7.839,846
16,False,/4hvK1uenpT7VVClzoNqXanvgdjX.jpg,"[28, 12, 18]",558449,Gladiator II,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",17.1598,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,2024-11-13,False,False,6.614,4350
17,False,/cT6xO3YjzfZKYGhZ8S7plNlA27F.jpg,"[18, 36]",9453,Caligula,it,Caligola,"After the death of the paranoid emperor Tiberius, Caligula, his heir, seizes power and plunges the empire into a bloody spiral of madness and depravity.",15.2647,/vNXAY6r9Pb6WkMCGmNeW2PlznLQ.jpg,1979-08-14,False,False,6.0,973
18,False,/uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg,"[12, 28, 14]",1865,Pirates of the Caribbean: On Stranger Tides,en,Pirates of the Caribbean: On Stranger Tides,"When Jack crosses paths with a woman from his past, he's not sure if it's love...or if she's a ruthless con artist using him to find the fabled Fountain of Youth.",12.8198,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,2011-05-15,False,False,6.566,14882
19,False,/mGznDQ8opBuRd004ChVWhDqjAyW.jpg,"[10749, 35, 14]",6435,Practical Magic,en,Practical Magic,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.",12.962,/AwmToSgf2IL3aHv0QRVsR5KvChv.jpg,1998-10-16,False,False,6.775,1695
0,False,/mGznDQ8opBuRd004ChVWhDqjAyW.jpg,"[10749, 35, 14]",6435,Practical Magic,en,Practical Magic,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.",12.962,/AwmToSgf2IL3aHv0QRVsR5KvChv.jpg,1998-10-16,False,False,6.775,1695
1,False,/gRP1zBcwXyNFEhnsdm1RvlausPc.jpg,[28],353165,M.M.M. 83,it,MMM 83 - Missione Morte Molo 83,A secret agent works with a scientist to recover documents outlining a new formula to make fuel.,13.8883,/lMSl7JchyhtRPvn1co1dhzQt6zk.jpg,1966-02-25,False,False,4.6,5
